"age","gender","marital_status","over18","attrition","business_travel","distance_from_home","department","job_role","job_level","employee_number","employee_count","monthly_income","monthly_rate","daily_rate","hourly_rate","percent_salary_hike","stock_option_level","education","education_field","training_times_last_year","environment_satisfaction","job_involvement","job_satisfaction","performance_rating","relationship_satisfaction","work_life_balance","num_companies_worked","total_working_years","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager","over_time","standard_hours"
45,Male,Single,Y,No,Travel_Rarely,29,Research & Development,Research Scientist,1,192,1,3452,9752,1316,83,13,0,3,Medical,2,3,3,4,3,2,2,5,9,6,5,0,3,No,80
38,Female,Single,Y,No,Travel_Rarely,3,Research & Development,Research Scientist,2,193,1,4317,2302,364,32,20,0,5,Technical Degree,2,4,3,3,4,2,3,3,19,3,2,2,2,Yes,80
30,Female,Single,Y,No,Travel_Rarely,18,Research & Development,Research Scientist,1,194,1,2632,23910,438,75,14,0,3,Life Sciences,4,1,3,3,3,3,2,1,5,5,4,0,4,No,80
32,Male,Divorced,Y,No,Travel_Frequently,9,Sales,Sales Executive,2,195,1,4668,22812,689,35,17,3,2,Medical,2,4,1,4,3,4,4,0,9,8,7,0,7,No,80
30,Female,Divorced,Y,No,Travel_Rarely,5,Research & Development,Research Scientist,1,197,1,3204,10415,201,84,14,1,3,Technical Degree,3,4,3,1,3,4,3,5,8,3,2,2,2,No,80
30,Male,Single,Y,No,Travel_Rarely,2,Research & Development,Laboratory Technician,1,198,1,2720,11162,1427,35,13,0,1,Medical,3,2,2,4,3,4,3,0,6,5,3,1,2,No,80
41,Male,Divorced,Y,No,Travel_Frequently,10,Research & Development,Manager,4,199,1,17181,12888,857,91,13,1,3,Life Sciences,2,4,2,1,3,2,2,4,21,7,6,7,7,No,80
41,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Laboratory Technician,1,200,1,2238,6961,933,94,21,1,4,Life Sciences,2,3,3,1,4,4,3,2,7,5,0,1,4,No,80
19,Female,Single,Y,No,Travel_Rarely,3,Research & Development,Laboratory Technician,1,201,1,1483,16102,1181,79,14,0,1,Medical,3,2,3,2,3,4,3,1,1,1,0,0,0,No,80
40,Female,Divorced,Y,No,Travel_Frequently,26,Research & Development,Research Scientist,2,202,1,5605,8504,1395,54,11,1,3,Medical,2,2,3,2,3,1,3,1,20,20,7,2,13,No,80
35,Male,Married,Y,No,Travel_Rarely,1,Sales,Sales Executive,3,204,1,7295,11439,662,94,13,2,5,Marketing,3,3,3,2,3,1,3,1,10,10,8,0,6,No,80
53,Male,Married,Y,No,Travel_Rarely,6,Sales,Sales Representative,2,205,1,2306,16047,1436,34,20,1,2,Marketing,3,2,3,3,4,4,1,2,13,7,7,4,5,Yes,80
45,Male,Divorced,Y,No,Travel_Rarely,9,Research & Development,Laboratory Technician,2,206,1,2348,10901,194,60,18,1,3,Life Sciences,2,2,3,2,3,3,1,8,20,17,9,0,15,No,80
32,Female,Single,Y,No,Travel_Frequently,8,Sales,Sales Executive,3,207,1,8998,15589,967,43,14,0,3,Marketing,2,2,3,4,3,4,3,1,9,9,8,3,7,No,80
29,Male,Married,Y,No,Non-Travel,1,Research & Development,Manufacturing Director,2,208,1,4319,26283,1496,41,13,1,1,Technical Degree,1,4,3,3,3,1,3,1,10,10,7,0,9,No,80
51,Male,Married,Y,No,Travel_Rarely,7,Research & Development,Manufacturing Director,2,211,1,6132,13983,1169,34,17,0,4,Medical,2,2,2,3,3,3,3,2,10,1,0,0,0,No,80
58,Female,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,214,1,3346,11873,1145,75,20,1,3,Medical,3,2,2,2,4,2,2,4,9,1,0,0,0,Yes,80
40,Male,Married,Y,No,Travel_Rarely,4,Sales,Sales Executive,3,215,1,10855,8552,630,67,11,1,4,Marketing,2,3,2,4,3,1,2,7,15,12,11,2,11,No,80
34,Female,Married,Y,No,Travel_Frequently,2,Sales,Sales Representative,1,216,1,2231,11314,303,75,18,1,4,Marketing,3,3,3,3,3,4,3,6,6,4,3,1,2,No,80
22,Male,Married,Y,No,Travel_Rarely,19,Research & Development,Research Scientist,1,217,1,2323,11992,1256,80,24,2,1,Medical,6,3,3,4,4,1,3,1,2,2,2,2,2,No,80
27,Male,Divorced,Y,No,Non-Travel,9,Research & Development,Research Scientist,1,218,1,2024,5970,691,57,18,1,3,Medical,1,4,3,2,3,4,1,6,6,2,2,2,2,No,80
28,Male,Married,Y,No,Travel_Rarely,21,Research & Development,Research Scientist,1,221,1,2713,6672,440,42,11,1,3,Medical,2,3,3,4,3,3,1,1,5,5,2,0,2,No,80
57,Male,Divorced,Y,No,Travel_Rarely,24,Research & Development,Healthcare Representative,3,223,1,9439,23402,334,83,16,1,2,Life Sciences,2,3,4,4,3,2,1,3,12,5,3,1,4,Yes,80
27,Male,Divorced,Y,No,Non-Travel,3,Research & Development,Research Scientist,1,224,1,2566,25326,1450,79,15,1,3,Medical,2,3,2,3,3,4,2,1,1,1,1,0,1,Yes,80
50,Female,Single,Y,No,Travel_Rarely,11,Research & Development,Manager,5,226,1,19926,17053,1452,53,15,0,3,Life Sciences,5,3,3,2,3,2,3,3,21,5,4,4,4,No,80
41,Male,Divorced,Y,No,Travel_Rarely,14,Research & Development,Research Scientist,1,227,1,2451,4609,465,56,12,1,3,Life Sciences,2,1,3,3,3,1,3,4,13,9,8,1,8,No,80
30,Female,Married,Y,No,Travel_Rarely,5,Sales,Sales Executive,3,228,1,9419,8053,1339,41,12,1,3,Life Sciences,2,2,3,4,3,3,3,2,12,10,9,7,4,No,80
38,Female,Single,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,230,1,8686,12930,702,59,22,0,4,Life Sciences,2,1,2,4,4,3,4,4,12,8,3,0,7,No,80
32,Male,Single,Y,No,Travel_Rarely,6,Research & Development,Research Scientist,1,231,1,3038,12430,120,43,20,0,5,Life Sciences,2,3,3,3,4,1,3,3,8,5,4,1,4,No,80
27,Male,Married,Y,No,Travel_Rarely,17,Research & Development,Research Scientist,1,233,1,3058,13364,1157,51,16,1,3,Technical Degree,3,3,3,2,3,4,2,0,6,5,2,1,1,Yes,80
19,Female,Single,Y,Yes,Travel_Frequently,1,Sales,Sales Representative,1,235,1,2325,20989,602,100,21,0,1,Technical Degree,5,3,1,1,4,1,4,0,1,0,0,0,0,No,80
36,Male,Single,Y,No,Travel_Frequently,3,Research & Development,Laboratory Technician,1,238,1,2088,15062,1480,30,12,0,2,Medical,3,4,3,2,3,3,2,4,13,8,7,7,2,No,80
30,Male,Divorced,Y,No,Non-Travel,9,Research & Development,Laboratory Technician,2,239,1,3072,11012,111,66,11,2,3,Medical,4,3,3,1,3,3,3,1,12,12,9,6,10,No,80
45,Female,Divorced,Y,No,Travel_Rarely,4,Sales,Sales Executive,2,240,1,5006,6319,1268,30,11,1,2,Life Sciences,3,3,3,1,3,1,4,4,9,5,4,0,3,Yes,80
56,Female,Divorced,Y,No,Travel_Rarely,8,Research & Development,Research Scientist,1,241,1,4257,13939,713,67,18,1,3,Life Sciences,3,3,3,1,3,3,3,4,19,2,2,2,2,Yes,80
33,Male,Single,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,242,1,2500,10515,134,90,14,0,3,Life Sciences,2,3,3,4,3,1,4,0,4,3,1,0,2,No,80
19,Male,Single,Y,Yes,Travel_Rarely,2,Research & Development,Laboratory Technician,1,243,1,1102,9241,303,47,22,0,3,Life Sciences,3,2,2,4,4,3,2,1,1,1,0,1,0,No,80
46,Female,Divorced,Y,No,Travel_Rarely,1,Sales,Sales Executive,3,244,1,10453,2137,526,92,25,3,2,Marketing,2,2,3,1,4,3,3,1,24,24,13,15,7,No,80
38,Female,Single,Y,No,Travel_Rarely,9,Research & Development,Laboratory Technician,1,245,1,2288,6319,1380,75,12,0,2,Life Sciences,3,3,3,4,3,3,3,1,2,2,2,2,1,No,80
31,Female,Married,Y,No,Travel_Rarely,12,Research & Development,Research Scientist,1,246,1,3929,6984,140,95,23,1,1,Medical,0,3,3,4,4,3,3,8,7,4,2,0,2,Yes,80
34,Female,Single,Y,No,Travel_Rarely,27,Research & Development,Research Scientist,1,247,1,2311,5711,629,95,15,0,2,Medical,3,4,3,2,3,4,3,2,9,3,2,1,2,No,80
41,Female,Single,Y,Yes,Travel_Rarely,20,Sales,Sales Representative,1,248,1,3140,21728,1356,70,22,0,2,Marketing,5,2,3,2,4,4,2,1,4,4,3,0,2,Yes,80
50,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,249,1,3690,3425,328,86,15,1,3,Medical,2,3,2,3,3,4,2,2,5,3,2,0,2,No,80
53,Female,Divorced,Y,No,Travel_Rarely,13,Research & Development,Manufacturing Director,2,250,1,4450,26250,1084,57,11,2,2,Medical,3,4,4,1,3,3,3,1,5,4,2,1,3,No,80
33,Female,Married,Y,No,Travel_Rarely,14,Research & Development,Research Scientist,1,252,1,2756,4673,931,72,13,1,3,Medical,5,4,3,2,3,4,3,1,8,8,7,1,6,No,80
40,Female,Married,Y,No,Travel_Rarely,4,Research & Development,Manager,5,253,1,19033,6499,989,46,14,1,1,Medical,2,4,3,3,3,2,3,1,21,20,8,9,9,No,80
55,Male,Single,Y,No,Travel_Rarely,14,Research & Development,Research Director,5,254,1,18722,13339,692,61,11,0,4,Medical,3,3,4,2,3,4,3,8,36,24,15,2,15,No,80
34,Male,Married,Y,No,Travel_Frequently,2,Research & Development,Manufacturing Director,2,256,1,9547,14074,1069,45,17,0,1,Life Sciences,2,4,2,3,3,3,2,1,10,10,9,1,9,No,80
51,Female,Single,Y,No,Travel_Rarely,3,Research & Development,Healthcare Representative,4,258,1,13734,7192,313,98,18,0,3,Medical,6,4,3,2,3,3,3,3,21,7,7,1,0,No,80
52,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Manager,5,259,1,19999,5678,699,65,14,1,4,Life Sciences,5,3,2,3,3,1,3,0,34,33,18,11,9,No,80
27,Female,Single,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,260,1,2279,11781,894,99,16,0,3,Medical,2,4,3,2,3,4,2,1,7,7,7,0,3,No,80
35,Male,Married,Y,Yes,Travel_Rarely,23,Research & Development,Manufacturing Director,2,261,1,5916,15497,556,50,13,0,2,Life Sciences,1,2,2,3,3,1,3,3,8,1,0,0,1,Yes,80
43,Male,Divorced,Y,No,Non-Travel,7,Research & Development,Research Scientist,1,262,1,2089,5228,1344,37,14,3,3,Medical,3,4,4,4,3,4,4,4,7,5,4,2,2,No,80
45,Male,Married,Y,No,Non-Travel,2,Research & Development,Manager,4,264,1,16792,20462,1195,65,23,1,2,Medical,1,1,2,4,4,4,3,9,22,20,8,11,8,No,80
37,Male,Married,Y,No,Travel_Rarely,21,Research & Development,Research Scientist,1,267,1,3564,22977,290,65,12,1,3,Life Sciences,3,2,4,1,3,1,2,1,8,8,7,1,7,Yes,80
35,Female,Single,Y,No,Travel_Frequently,2,Research & Development,Laboratory Technician,2,269,1,4425,15986,138,37,11,0,3,Medical,5,2,3,2,3,4,3,5,10,6,2,1,2,No,80
42,Female,Divorced,Y,No,Non-Travel,21,Research & Development,Manufacturing Director,2,270,1,5265,16439,926,36,16,1,2,Medical,5,3,3,3,3,2,3,2,11,5,3,0,2,No,80
38,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,271,1,6553,7259,1261,88,14,0,4,Life Sciences,3,4,3,3,3,2,3,9,14,1,0,0,0,No,80
38,Male,Married,Y,No,Travel_Rarely,29,Research & Development,Manufacturing Director,2,273,1,6261,4185,1084,54,18,1,3,Technical Degree,3,4,3,4,3,1,1,3,9,7,7,1,7,No,80
27,Male,Married,Y,No,Travel_Frequently,1,Research & Development,Manufacturing Director,2,274,1,4298,9679,472,60,19,1,1,Technical Degree,1,3,2,1,3,3,3,5,6,2,2,2,0,No,80
49,Male,Divorced,Y,No,Non-Travel,18,Research & Development,Manufacturing Director,2,275,1,6804,23793,1002,92,15,2,4,Life Sciences,0,4,3,4,3,1,3,1,7,7,7,1,7,Yes,80
34,Male,Divorced,Y,No,Travel_Frequently,10,Research & Development,Research Scientist,1,277,1,3815,5972,878,43,17,1,4,Medical,4,4,3,3,3,4,4,1,5,5,3,2,0,Yes,80
40,Male,Married,Y,No,Travel_Rarely,19,Research & Development,Laboratory Technician,2,281,1,2741,16523,905,99,15,1,2,Medical,2,3,3,4,3,3,4,8,15,7,2,3,7,Yes,80
38,Male,Married,Y,Yes,Travel_Rarely,29,Research & Development,Healthcare Representative,2,282,1,6673,11354,1180,70,19,0,1,Medical,2,2,3,1,3,2,3,7,17,1,0,0,0,Yes,80
29,Female,Married,Y,Yes,Travel_Rarely,27,Sales,Sales Executive,3,283,1,7639,24525,121,35,22,3,3,Marketing,3,2,3,4,4,4,2,1,10,10,4,1,9,No,80
22,Male,Divorced,Y,No,Travel_Rarely,5,Research & Development,Research Scientist,1,284,1,2328,12392,1136,60,16,1,3,Life Sciences,2,4,4,2,3,1,2,1,4,4,2,2,2,Yes,80
36,Female,Single,Y,No,Travel_Frequently,18,Research & Development,Laboratory Technician,1,286,1,2153,7703,635,73,13,0,1,Medical,2,2,3,4,3,1,3,1,8,8,1,1,7,No,80
40,Male,Married,Y,No,Non-Travel,9,Research & Development,Healthcare Representative,2,287,1,4876,14242,1151,63,14,1,5,Life Sciences,5,4,2,4,3,4,1,9,5,3,2,0,2,No,80
46,Male,Divorced,Y,No,Travel_Rarely,1,Research & Development,Healthcare Representative,3,288,1,9396,12368,644,97,16,1,4,Medical,3,4,3,1,3,3,3,7,17,4,2,0,3,No,80
32,Male,Married,Y,Yes,Travel_Rarely,4,Sales,Sales Executive,3,291,1,10400,25812,1045,32,11,0,4,Medical,2,4,1,4,3,3,2,1,14,14,8,9,8,No,80
30,Male,Single,Y,No,Non-Travel,1,Research & Development,Manufacturing Director,3,292,1,8474,20925,829,88,22,0,1,Life Sciences,2,3,2,3,4,3,3,1,12,11,8,5,8,No,80
27,Female,Single,Y,No,Travel_Frequently,20,Sales,Sales Executive,2,293,1,9981,12916,1242,90,14,0,3,Life Sciences,2,4,3,3,3,4,3,1,7,7,7,0,7,No,80
51,Male,Married,Y,No,Travel_Rarely,8,Research & Development,Research Director,3,296,1,12490,15736,1469,81,16,2,4,Life Sciences,5,2,2,2,3,4,1,5,16,10,9,4,7,No,80
30,Female,Single,Y,Yes,Travel_Rarely,3,Research & Development,Research Scientist,1,297,1,2657,8556,1005,88,11,0,3,Technical Degree,5,4,3,1,3,3,3,5,8,5,2,0,4,Yes,80
41,Female,Single,Y,No,Travel_Rarely,6,Sales,Manager,3,298,1,13591,14674,896,75,18,0,3,Life Sciences,3,4,3,4,3,3,3,3,16,1,0,0,0,Yes,80
30,Female,Single,Y,Yes,Travel_Frequently,26,Sales,Sales Executive,2,299,1,6696,22967,334,52,15,0,4,Marketing,5,3,2,1,3,3,2,5,9,6,3,0,1,No,80
29,Male,Single,Y,Yes,Travel_Rarely,1,Research & Development,Research Scientist,1,300,1,2058,19757,992,85,14,0,3,Technical Degree,1,3,3,3,3,4,2,0,7,6,2,1,5,No,80
45,Female,Single,Y,No,Non-Travel,6,Sales,Sales Executive,3,302,1,8865,16840,1052,57,12,0,3,Medical,2,4,2,4,3,4,3,6,23,19,7,12,8,No,80
54,Female,Married,Y,No,Travel_Rarely,3,Sales,Sales Executive,2,303,1,5940,17011,1147,52,14,1,3,Marketing,4,4,3,1,3,4,3,2,16,6,2,0,5,No,80
36,Male,Single,Y,No,Travel_Rarely,5,Research & Development,Laboratory Technician,2,304,1,5914,9945,1396,62,16,0,2,Life Sciences,3,4,3,2,3,4,4,8,16,13,11,3,7,No,80
33,Female,Married,Y,No,Travel_Rarely,4,Research & Development,Research Scientist,1,305,1,2622,13248,147,47,21,0,4,Medical,3,3,2,2,4,4,3,6,7,3,2,1,1,No,80
37,Male,Divorced,Y,No,Travel_Frequently,11,Research & Development,Research Director,3,306,1,12185,10056,663,47,14,3,3,Other,1,2,3,4,3,3,3,1,10,10,8,0,7,Yes,80
38,Male,Divorced,Y,No,Travel_Rarely,3,Sales,Sales Executive,3,307,1,10609,9647,119,76,12,2,3,Life Sciences,6,1,3,3,3,3,2,0,17,16,10,5,13,No,80
31,Male,Married,Y,No,Non-Travel,1,Research & Development,Manufacturing Director,2,308,1,4345,4381,979,90,12,1,4,Medical,2,3,1,3,3,4,3,0,6,5,4,1,4,No,80
59,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Research Scientist,1,309,1,2177,8456,142,70,17,1,3,Life Sciences,6,3,2,4,3,1,3,3,7,1,0,0,0,No,80
37,Male,Divorced,Y,No,Travel_Frequently,4,Sales,Sales Representative,1,311,1,2793,2539,319,41,17,1,4,Marketing,2,1,3,4,3,3,3,4,13,9,8,5,8,No,80
29,Female,Married,Y,No,Travel_Frequently,1,Sales,Sales Executive,3,312,1,7918,6599,1413,42,14,1,1,Medical,5,2,3,4,3,4,3,1,11,11,10,4,1,No,80
35,Female,Single,Y,No,Travel_Frequently,1,Sales,Sales Executive,3,314,1,8789,9096,944,92,14,0,3,Marketing,3,3,3,3,3,1,4,1,10,10,7,0,8,No,80
29,Male,Single,Y,Yes,Travel_Rarely,18,Research & Development,Research Scientist,1,315,1,2389,14961,896,86,13,0,1,Medical,3,3,2,4,3,3,2,1,4,4,3,0,1,Yes,80
52,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Laboratory Technician,1,316,1,3212,3300,1323,89,15,0,3,Life Sciences,3,3,2,4,3,2,2,7,6,2,2,2,2,No,80
42,Male,Married,Y,No,Travel_Rarely,4,Research & Development,Manager,5,319,1,19232,4933,532,58,11,0,2,Technical Degree,3,3,3,4,3,4,3,1,22,22,17,11,15,No,80
59,Male,Married,Y,No,Travel_Rarely,6,Human Resources,Human Resources,1,321,1,2267,25657,818,52,17,0,2,Medical,2,2,3,3,3,4,2,8,7,2,2,2,2,No,80
50,Female,Divorced,Y,No,Travel_Rarely,1,Sales,Manager,5,323,1,19517,24118,854,68,11,1,4,Medical,3,4,3,4,3,3,2,3,32,7,0,0,6,No,80
33,Male,Married,Y,Yes,Travel_Rarely,14,Research & Development,Laboratory Technician,1,325,1,2436,22149,813,58,13,1,3,Medical,2,3,3,4,3,3,1,5,8,5,4,0,4,Yes,80
43,Female,Married,Y,No,Travel_Rarely,16,Sales,Manager,4,327,1,16064,7744,1034,80,22,1,3,Marketing,3,4,3,4,4,3,3,5,22,17,13,1,9,Yes,80
33,Female,Married,Y,Yes,Travel_Rarely,2,Research & Development,Laboratory Technician,1,328,1,2707,21509,465,39,20,0,2,Life Sciences,3,1,3,1,4,1,4,7,13,9,7,1,7,No,80
52,Male,Single,Y,No,Non-Travel,2,Sales,Manager,5,329,1,19068,21030,771,79,18,0,4,Life Sciences,2,1,2,3,3,4,4,1,33,33,7,15,12,Yes,80
32,Female,Married,Y,No,Travel_Rarely,4,Sales,Sales Representative,1,330,1,3931,20990,1401,56,11,1,2,Life Sciences,5,3,3,2,3,1,3,2,6,4,3,1,2,No,80
32,Male,Single,Y,Yes,Travel_Rarely,1,Research & Development,Laboratory Technician,1,331,1,3730,9571,515,62,14,0,3,Life Sciences,2,4,2,3,3,4,1,0,4,3,2,1,2,Yes,80
39,Female,Divorced,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,332,1,2232,15417,1431,96,14,3,4,Medical,1,3,3,3,3,3,3,7,7,3,2,1,2,No,80
32,Male,Married,Y,No,Non-Travel,26,Sales,Sales Executive,2,333,1,4465,12069,976,100,18,0,4,Marketing,2,3,3,4,3,1,3,0,4,3,2,2,2,No,80
41,Male,Divorced,Y,No,Travel_Rarely,19,Research & Development,Research Scientist,2,334,1,3072,19877,1411,36,16,2,2,Life Sciences,2,3,3,1,3,1,2,2,17,1,0,0,0,No,80
40,Male,Divorced,Y,No,Travel_Rarely,24,Research & Development,Research Scientist,2,335,1,3319,24447,1300,62,17,2,2,Technical Degree,3,1,3,4,3,1,3,1,9,9,8,4,7,No,80
45,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Manager,5,336,1,19202,15970,252,70,11,1,3,Other,2,3,4,4,3,3,3,0,25,24,0,1,7,No,80
31,Male,Divorced,Y,No,Travel_Frequently,3,Research & Development,Research Director,3,337,1,13675,13523,1327,73,12,1,4,Medical,3,2,3,3,3,1,3,9,9,2,2,2,2,No,80
33,Female,Married,Y,No,Travel_Rarely,5,Research & Development,Research Scientist,1,338,1,2911,14776,832,63,13,1,4,Life Sciences,2,3,2,4,3,3,2,1,2,2,2,0,2,No,80
34,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,339,1,5957,23687,470,84,13,1,4,Life Sciences,3,4,2,1,3,2,3,6,13,11,9,5,9,No,80
37,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,340,1,3920,18697,1017,83,14,1,2,Medical,2,3,2,1,3,1,2,2,17,3,1,0,2,No,80
45,Male,Married,Y,No,Travel_Frequently,7,Research & Development,Manufacturing Director,2,341,1,6434,5118,1199,77,17,1,4,Life Sciences,1,1,4,3,3,4,3,4,9,3,2,0,2,No,80
37,Male,Divorced,Y,Yes,Travel_Frequently,10,Research & Development,Manufacturing Director,3,342,1,10048,22573,504,61,11,2,3,Medical,5,1,3,3,3,2,3,6,17,1,0,0,0,No,80
39,Female,Single,Y,No,Travel_Frequently,2,Research & Development,Healthcare Representative,3,343,1,10938,6420,505,64,25,0,4,Technical Degree,1,3,3,3,4,4,3,0,20,19,6,11,8,No,80
29,Male,Single,Y,No,Travel_Rarely,15,Research & Development,Research Scientist,1,346,1,2340,22673,665,60,19,0,3,Life Sciences,1,3,3,4,3,1,3,1,6,6,5,1,5,No,80
42,Female,Single,Y,No,Travel_Rarely,17,Research & Development,Research Scientist,2,347,1,6545,23016,916,82,13,0,2,Life Sciences,1,4,4,1,3,3,3,3,10,3,2,0,2,Yes,80
29,Male,Divorced,Y,No,Travel_Rarely,20,Sales,Sales Executive,2,349,1,6931,10732,1247,45,14,1,2,Marketing,2,4,3,4,3,4,3,2,10,3,2,0,2,No,80
25,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,2,350,1,4898,7505,685,62,12,2,3,Life Sciences,3,1,3,3,3,4,3,0,5,4,2,1,2,No,80
42,Female,Divorced,Y,No,Travel_Rarely,2,Research & Development,Laboratory Technician,1,351,1,2593,8007,269,56,11,1,3,Medical,4,4,2,1,3,3,3,0,10,9,6,7,8,Yes,80
40,Male,Divorced,Y,No,Travel_Rarely,2,Research & Development,Research Director,5,352,1,19436,5949,1416,49,19,1,2,Medical,5,1,3,3,3,4,3,0,22,21,7,3,9,No,80
51,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,353,1,2723,23231,833,96,11,0,3,Life Sciences,0,3,3,4,3,2,2,1,1,1,0,0,0,No,80
31,Male,Single,Y,Yes,Travel_Frequently,29,Research & Development,Laboratory Technician,1,355,1,3479,11652,307,71,11,0,2,Medical,2,3,2,2,3,2,4,0,6,5,4,1,4,No,80
32,Male,Married,Y,No,Travel_Frequently,7,Research & Development,Laboratory Technician,1,359,1,2794,26062,1311,100,20,0,3,Life Sciences,3,2,4,2,4,3,1,1,5,5,1,0,3,No,80
38,Male,Married,Y,No,Non-Travel,2,Sales,Sales Executive,2,361,1,5249,19682,1327,39,18,1,2,Life Sciences,0,4,2,4,3,4,3,3,13,8,7,7,5,No,80
32,Male,Single,Y,No,Travel_Rarely,2,Research & Development,Laboratory Technician,2,362,1,2176,19737,128,84,13,0,1,Technical Degree,5,4,2,1,3,4,3,4,9,6,2,0,4,No,80
46,Female,Married,Y,No,Travel_Rarely,2,Sales,Manager,4,363,1,16872,14977,488,75,12,1,3,Technical Degree,2,3,1,2,3,2,2,3,28,7,7,7,7,Yes,80
28,Male,Single,Y,Yes,Travel_Rarely,2,Research & Development,Laboratory Technician,1,364,1,3485,14935,529,79,11,0,4,Life Sciences,5,1,3,3,3,3,1,2,5,0,0,0,0,No,80
29,Male,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,366,1,6644,3687,1210,78,19,2,3,Medical,2,1,2,2,3,2,3,2,10,0,0,0,0,No,80
31,Male,Married,Y,No,Travel_Rarely,23,Research & Development,Healthcare Representative,2,367,1,5582,14408,1463,64,21,1,3,Medical,2,2,2,4,4,2,3,0,10,9,0,7,8,No,80
25,Male,Divorced,Y,No,Non-Travel,5,Research & Development,Healthcare Representative,2,369,1,4000,18384,675,85,12,2,2,Life Sciences,2,2,4,1,3,4,3,1,6,6,3,1,5,No,80
45,Male,Married,Y,No,Travel_Rarely,20,Research & Development,Healthcare Representative,4,372,1,13496,7501,1385,79,14,0,2,Medical,2,3,3,4,3,2,3,0,21,20,7,4,10,Yes,80
36,Male,Married,Y,No,Travel_Rarely,6,Research & Development,Laboratory Technician,1,373,1,3210,20251,1403,47,11,1,3,Life Sciences,4,4,3,4,3,3,3,0,16,15,13,10,11,No,80
55,Male,Single,Y,No,Travel_Rarely,1,Research & Development,Manager,5,374,1,19045,18938,452,81,14,0,3,Medical,2,4,3,1,3,3,3,0,37,36,10,4,13,Yes,80
47,Male,Married,Y,Yes,Non-Travel,29,Research & Development,Manager,3,376,1,11849,10268,666,88,12,1,4,Life Sciences,2,1,3,2,3,4,2,1,10,10,7,9,9,Yes,80
28,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,377,1,2070,2613,1158,94,23,1,3,Medical,3,4,3,4,4,4,2,1,5,5,2,0,4,No,80
37,Male,Married,Y,No,Travel_Rarely,6,Sales,Sales Executive,2,378,1,6502,22825,228,98,14,1,4,Medical,5,3,3,4,3,2,4,4,7,5,4,0,1,No,80
21,Male,Single,Y,No,Travel_Rarely,3,Research & Development,Research Scientist,1,379,1,3230,10531,996,100,17,0,2,Medical,4,4,2,3,3,1,4,1,3,3,2,1,0,No,80
37,Female,Divorced,Y,No,Non-Travel,1,Research & Development,Research Director,3,380,1,13603,11677,728,80,18,2,4,Medical,2,1,3,4,3,1,3,2,15,5,2,0,2,Yes,80
35,Female,Divorced,Y,No,Travel_Rarely,22,Research & Development,Manager,3,381,1,11996,19100,1315,71,18,1,3,Life Sciences,6,2,4,2,3,2,2,7,10,7,7,6,2,No,80
38,Female,Divorced,Y,No,Travel_Rarely,7,Sales,Sales Executive,2,382,1,5605,19191,322,44,24,1,2,Medical,3,1,4,1,4,3,3,1,8,8,0,7,7,Yes,80
26,Female,Divorced,Y,No,Travel_Frequently,1,Research & Development,Manufacturing Director,2,384,1,6397,26767,1479,84,20,1,3,Life Sciences,6,3,3,2,4,1,1,1,6,6,5,1,4,No,80
50,Male,Divorced,Y,No,Travel_Rarely,4,Research & Development,Research Director,5,385,1,19144,15815,797,96,14,2,1,Life Sciences,4,1,3,2,3,1,2,3,28,10,4,1,6,No,80
53,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Research Director,4,386,1,17584,21016,1070,45,16,3,4,Medical,5,3,3,3,3,4,2,3,21,5,3,1,3,Yes,80
42,Male,Married,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,387,1,4907,24532,635,99,25,0,1,Life Sciences,3,2,3,3,4,3,3,1,20,20,16,11,6,No,80
29,Male,Single,Y,No,Travel_Frequently,2,Sales,Sales Executive,2,388,1,4554,20260,442,44,18,0,2,Life Sciences,3,2,3,4,3,1,2,1,10,10,7,0,9,No,80
55,Male,Married,Y,No,Travel_Rarely,20,Research & Development,Laboratory Technician,2,389,1,5415,15972,147,37,19,1,2,Technical Degree,4,2,3,4,3,4,3,3,12,10,7,0,8,Yes,80
26,Male,Married,Y,No,Travel_Frequently,11,Research & Development,Healthcare Representative,2,390,1,4741,22722,496,60,13,1,2,Medical,3,1,3,1,3,3,3,1,5,5,3,3,3,Yes,80
